news_id,headline,body_text,source,label
2110,New metro rail launched in Dhaka,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Unknown News,Fake
2111,New virus outbreak sparks fear,Doctors advise that basic precautions can help avoid danger.,BBC,Real
2112,Bangladesh wins the World Cup,Residents claim they have never witnessed such an event before.,Daily Star,Fake
2113,New curriculum introduced in schools,Experts believe this is a significant technological advancement.,Unknown News,Real
2114,Bangladeshi astronaut captures photo from the moon,Government sources state that an official announcement will be made soon.,BBC,Real
2115,New virus outbreak sparks fear,The Prime Minister attended the inauguration ceremony as the chief guest.,Reuters,Fake
2116,Bangladesh wins the World Cup,Incidents were reported from various parts of the city this morning. Authorities are investigating.,BBC,Fake
2117,Government announces major job reforms,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,Fake
2118,Government announces major job reforms,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Unknown News,Real
2119,Breakthrough in Bangladesh's tech industry,Uncertainty remains about the authenticity of the incident.,CNN,Fake
2120,New virus outbreak sparks fear,Doctors advise that basic precautions can help avoid danger.,Unknown News,Fake
2121,Breakthrough in Bangladesh's tech industry,"Many are calling it a conspiracy. However, experts say it's quite natural.",CNN,Real
2122,Government announces major job reforms,Government sources state that an official announcement will be made soon.,BBC,Fake
2123,"Earthquake hits Chittagong, panic spreads",The news went viral on social media after noon.,Daily Star,Real
2124,Dengue situation worsens in the country,"Many are calling it a conspiracy. However, experts say it's quite natural.",CNN,Fake
2125,Bangladeshi astronaut captures photo from the moon,Local administration has visited the spot for further inspection.,Reuters,Fake
2126,Breakthrough in Bangladesh's tech industry,Government sources state that an official announcement will be made soon.,CNN,Fake
2127,Breakthrough in Bangladesh's tech industry,The Prime Minister attended the inauguration ceremony as the chief guest.,CNN,Real
2128,Bangladeshi astronaut captures photo from the moon,Government sources state that an official announcement will be made soon.,Daily Star,Fake
2129,Breakthrough in Bangladesh's tech industry,Government sources state that an official announcement will be made soon.,BBC,Real
2130,New virus outbreak sparks fear,The news went viral on social media after noon.,BBC,Fake
2131,Breakthrough in Bangladesh's tech industry,Doctors advise that basic precautions can help avoid danger.,BBC,Fake
2132,Bangladeshi astronaut captures photo from the moon,Residents claim they have never witnessed such an event before.,Daily Star,Real
2133,Breakthrough in Bangladesh's tech industry,Experts believe this is a significant technological advancement.,Reuters,Real
2134,Government announces major job reforms,The news went viral on social media after noon.,Reuters,Real
2135,Government announces major job reforms,Experts believe this is a significant technological advancement.,CNN,Real
2136,New curriculum introduced in schools,"Many are calling it a conspiracy. However, experts say it's quite natural.",Daily Star,Fake
2137,Dengue situation worsens in the country,Government sources state that an official announcement will be made soon.,CNN,Real
2138,New metro rail launched in Dhaka,Uncertainty remains about the authenticity of the incident.,CNN,Fake
2139,Bangladeshi astronaut captures photo from the moon,"Many are calling it a conspiracy. However, experts say it's quite natural.",BBC,Fake
2140,Global economy faces recession,The Prime Minister attended the inauguration ceremony as the chief guest.,Unknown News,Fake
2141,New curriculum introduced in schools,Experts believe this is a significant technological advancement.,CNN,Real
2142,"Earthquake hits Chittagong, panic spreads",Experts believe this is a significant technological advancement.,Daily Star,Real
2143,Global economy faces recession,Local administration has visited the spot for further inspection.,Reuters,Fake
2144,Dengue situation worsens in the country,Residents claim they have never witnessed such an event before.,CNN,Fake
2145,Bangladeshi astronaut captures photo from the moon,Doctors advise that basic precautions can help avoid danger.,Reuters,Real
2146,Dengue situation worsens in the country,Local administration has visited the spot for further inspection.,Reuters,Fake
2147,Global economy faces recession,Government sources state that an official announcement will be made soon.,Unknown News,Real
2148,Breakthrough in Bangladesh's tech industry,The news went viral on social media after noon.,Daily Star,Fake
2149,Global economy faces recession,Local administration has visited the spot for further inspection.,Daily Star,Fake
2150,Government announces major job reforms,Local administration has visited the spot for further inspection.,Unknown News,Real
2151,Global economy faces recession,Residents claim they have never witnessed such an event before.,CNN,Fake
2152,New metro rail launched in Dhaka,Doctors advise that basic precautions can help avoid danger.,Unknown News,Real
2153,Bangladeshi astronaut captures photo from the moon,Government sources state that an official announcement will be made soon.,Reuters,Fake
2154,Government announces major job reforms,Doctors advise that basic precautions can help avoid danger.,Unknown News,Fake
2155,"Earthquake hits Chittagong, panic spreads",Local administration has visited the spot for further inspection.,BBC,Real
2156,Breakthrough in Bangladesh's tech industry,The Prime Minister attended the inauguration ceremony as the chief guest.,Daily Star,Real
2157,Bangladeshi astronaut captures photo from the moon,The news went viral on social media after noon.,Reuters,Fake
2158,New virus outbreak sparks fear,Government sources state that an official announcement will be made soon.,Daily Star,Real
2159,"Earthquake hits Chittagong, panic spreads",Experts believe this is a significant technological advancement.,Reuters,Fake
2160,Bangladesh wins the World Cup,Government sources state that an official announcement will be made soon.,Reuters,Real
2161,Government announces major job reforms,Doctors advise that basic precautions can help avoid danger.,Unknown News,Fake
2162,New virus outbreak sparks fear,The Prime Minister attended the inauguration ceremony as the chief guest.,Daily Star,Fake
2163,Bangladesh wins the World Cup,Uncertainty remains about the authenticity of the incident.,BBC,Real
2164,"Earthquake hits Chittagong, panic spreads",Incidents were reported from various parts of the city this morning. Authorities are investigating.,Unknown News,Real
2165,Bangladesh wins the World Cup,Doctors advise that basic precautions can help avoid danger.,Daily Star,Fake
2166,Government announces major job reforms,Doctors advise that basic precautions can help avoid danger.,Unknown News,Real
2167,Dengue situation worsens in the country,Uncertainty remains about the authenticity of the incident.,Daily Star,Real
2168,Global economy faces recession,Uncertainty remains about the authenticity of the incident.,Unknown News,Fake
2169,New curriculum introduced in schools,The news went viral on social media after noon.,Reuters,Real
